"City","Slug","Locked","MaxN","NumImgs","Title","Path"
"chiang-mai","32-coffee-hill","False","8","8","32 Coffee Hill & Resort","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\32-coffee-hill\index.md"
"chiang-mai","akha-ama","False","0","1","Akha Ama Phrasingh","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\akha-ama\index.md"
"chiang-mai","bake-n-wake","False","0","0","Bake n Wake","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\bake-n-wake\index.md"
"chiang-mai","baristro-asian-style","False","1","1","The Baristro Asian Style","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\baristro-asian-style\index.md"
"chiang-mai","baristro-train-station","False","1","1","The Baristro at Train Station","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\baristro-train-station\index.md"
"chiang-mai","bear-hug-cafe","False","3","3","Bear Hug Caf̩","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\bear-hug-cafe\index.md"
"chiang-mai","chomnok-chommai","False","7","7","Chomnok Chommai","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\chomnok-chommai\index.md"
"chiang-mai","clay-studio-coffee","False","3","3","Clay Studio Coffee in the Garden","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\clay-studio-coffee\index.md"
"chiang-mai","coffee-waan","False","8","8","Coffee Waan","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\coffee-waan\index.md"
"chiang-mai","dee-cafe","False","4","4","Dee Cafe","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\dee-cafe\index.md"
"chiang-mai","eden-caffee-mae-rim","False","0","1","Eden Caffee Mae Rim","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\eden-caffee-mae-rim\index.md"
"chiang-mai","forty-one-cafe","False","0","0","Forty One Cafe","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\forty-one-cafe\index.md"
"chiang-mai","gravity-cafe","False","0","0","Gravity Caf̩ & Bistro","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\gravity-cafe\index.md"
"chiang-mai","herb-basics","False","1","1","Herb Basics","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\herb-basics\index.md"
"chiang-mai","improvise-coffee","False","0","0","Improvise Coffee","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\improvise-coffee\index.md"
"chiang-mai","kalm-kitchen","False","0","1","Kalm Kitchen","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\kalm-kitchen\index.md"
"chiang-mai","lecker-cafe","False","2","2","Lecker Caf̩ & Bistro","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\lecker-cafe\index.md"
"chiang-mai","lung-pud-pa-peng-coffee","False","5","5","Lung Pud Pa Peng Coffee","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\lung-pud-pa-peng-coffee\index.md"
"chiang-mai","ombra-caffe","False","0","0","Ombra Caffe","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\ombra-caffe\index.md"
"chiang-mai","overstand-coffee","False","1","1","Overstand Coffee & Breakfast","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\overstand-coffee\index.md"
"chiang-mai","pacamara-coffee","False","0","0","Pacamara Coffee Klang Wieng","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\pacamara-coffee\index.md"
"chiang-mai","ristr8to","False","3","3","Ristr8to Original","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\ristr8to\index.md"
"chiang-mai","roastniyom-coffee","False","0","0","Roastniyom Coffee","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\roastniyom-coffee\index.md"
"chiang-mai","stories","False","2","2","STORIES","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\stories\index.md"
"chiang-mai","third-place-coffee","False","0","1","Third Place Coffee","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\third-place-coffee\index.md"
"chiang-mai","woo-cafe","False","1","1","Woo Cafe Art Gallery","C:\Users\andre\Documents\andrestgt.github.io\food\thailand\chiang-mai\cafes\woo-cafe\index.md"
